"signature"	"gene"	"rho.x"	"p.value.x"	"q.value.x"	"rho.y"	"p.value.y"	"q.value.y"
"13"	"CLDN14..23562."	"-0.0739905452952031"	"0.0298176307571297"	0.0362709940173332	"-0.112439146879527"	"0.00237199269765243"	0.0355629689013466
"13"	"MICU1..10367."	"-0.0747298346736731"	"0.028565988487425"	0.0362709940173332	"-0.112253913778899"	"0.00668560357056005"	0.0395435190524688
"13"	"PIK3C2A..5286."	"-0.0746887630415359"	"0.0286343589425677"	0.0362709940173332	"-0.0867356558594859"	"0.014593816514428"	0.0474947920429637
"13"	"PIP5K1A..8394."	"-0.0726762530668121"	"0.0321550152416317"	0.0362709940173332	"-0.129447535982704"	"0.000567119807012927"	0.0254717719965411
"13"	"REXO2..25996."	"-0.074154831823752"	"0.029535625824947"	0.0362709940173332	"-0.115360038806243"	"0.00550823954183947"	0.0388632811839121
"13"	"CDK15..65061."	"-0.0719780353204793"	"0.0334570317667337"	0.0365275740179076	"-0.099307567681918"	"0.00631346865360188"	0.0395435190524688
"13"	"RBM47..54502."	"-0.0712798175741466"	"0.0348021462166212"	0.0365642802022729	"-0.0898765250657553"	"0.0121633121126856"	0.0442534264981478
"13"	"ACADL..33."	"-0.0709101728849116"	"0.0355320505385608"	0.0368572988827606	"-0.09898180559835"	"0.00656780168199008"	0.0395435190524688
"13"	"ROR2..4920."	"-0.0704583849314021"	"0.0364411502056649"	0.0370892158491987	"-0.0939900985837645"	"0.00971137740793535"	0.0419023596632949
"2"	"BIRC6..57448."	"-0.120038721159114"	"0.0003055013400291"	0.0160518234240479	"-0.168011042974199"	"1.11383679302898e-06"	0.00135553937711627
"2"	"CDC40..51362."	"-0.123194357573864"	"0.000225520993923994"	0.0160518234240479	"-0.0808573428741515"	"0.0114889079729868"	0.0317892704557008
"2"	"HAUS1..115106."	"-0.119501192122578"	"0.000323224401462021"	0.0160518234240479	"-0.147761595245004"	"0.000138553070407095"	0.00926264976066173
"2"	"UBA6..55236."	"-0.117407657980279"	"0.000401766253741544"	0.0160518234240479	"-0.0800555129348087"	"0.0123632643255452"	0.0325673001822262
"2"	"PCNA..5111."	"-0.100130247479419"	"0.00217597505399733"	0.0167239225578652	"-0.0951412898803107"	"0.00373106466472592"	0.024465857560494
"2"	"TRIP12..9320."	"-0.0988155646239731"	"0.00244633039955323"	0.0177425449094778	"-0.102673371179777"	"0.00194284494745456"	0.0206358226666957
"2"	"JAK1..3716."	"-0.0968966815861341"	"0.00283691393109072"	0.0186401728327395	"-0.0796613001817206"	"0.0127221250548216"	0.0327332477626171
"2"	"F2..2147."	"-0.0933885973476872"	"0.00383894950227123"	0.0198591810790569	"-0.0765794070463426"	"0.0297616684956256"	0.0432735371077376
"2"	"ABCA6..23460."	"-0.0820439055765807"	"0.00958870006086925"	0.0205315214465539	"-0.0830815082812393"	"0.00970950727940744"	0.030668153224956
"2"	"ANKRD18A..253650."	"-0.0813932125323527"	"0.0100764352448307"	0.0205315214465539	"-0.0994618479350444"	"0.0134437428696357"	0.0333084723178579
"2"	"CAPRIN1..4076."	"-0.0822985245938873"	"0.00940353974772457"	0.0205315214465539	"-0.0866100873575989"	"0.0165395386707327"	0.0347906588862545
"2"	"CYB5R3..1727."	"-0.0819307415688889"	"0.00967201131876109"	0.0205315214465539	"-0.0751028094370714"	"0.0323029903692436"	0.0446974593404252
"2"	"GRHL2..79977."	"-0.0826663076188858"	"0.00914160908594418"	0.0205315214465539	"-0.129787838139047"	"0.000702672266323262"	0.0146145108415679
"2"	"JARID2..3720."	"-0.0886410625253081"	"0.00579689034774702"	0.0205315214465539	"-0.0962816049774411"	"0.00338907630131602"	0.0234162297303824
"2"	"LIFR..3977."	"-0.0791865143823619"	"0.0118952405985061"	0.0205315214465539	"-0.0890790905430144"	"0.00610317299325801"	0.0277070899565977
"2"	"LSM7..51690."	"-0.0792996783900537"	"0.011795471223583"	0.0205315214465539	"-0.103813319885866"	"0.00603691983782204"	0.0277070899565977
"2"	"PSMC5..5705."	"-0.0884093810092465"	"0.00580508738603384"	0.0205315214465539	"-0.0759059746892433"	"0.0163982787505463"	0.0347906588862545
